Cell,cell_type,batch
Cell12489,Group7,Batch5
Cell12490,Group8,Batch5
Cell12491,Group2,Batch5
Cell12492,Group7,Batch5
Cell12493,Group8,Batch5
Cell12494,Group1,Batch5
Cell12495,Group5,Batch5
Cell12496,Group2,Batch5
Cell12497,Group6,Batch5
Cell12498,Group6,Batch5
Cell12499,Group4,Batch5
Cell12500,Group6,Batch5
Cell12501,Group10,Batch6
Cell12502,Group6,Batch6
Cell12503,Group4,Batch6
Cell12504,Group5,Batch6
Cell12505,Group5,Batch6
Cell12506,Group5,Batch6
Cell12507,Group1,Batch6
Cell12508,Group2,Batch6
Cell12509,Group3,Batch6
Cell12510,Group8,Batch6
Cell12511,Group3,Batch6
Cell12512,Group5,Batch6
Cell12513,Group7,Batch6
Cell12514,Group1,Batch6
Cell12515,Group6,Batch6
Cell12516,Group7,Batch6
Cell12517,Group5,Batch6
Cell12518,Group2,Batch6
Cell12519,Group9,Batch6
Cell12520,Group4,Batch6
Cell12521,Group2,Batch6
Cell12522,Group8,Batch6
Cell12523,Group9,Batch6
Cell12524,Group7,Batch6
Cell12525,Group8,Batch6
Cell12526,Group3,Batch6
Cell12527,Group8,Batch6
Cell12528,Group8,Batch6
Cell12529,Group6,Batch6
Cell12530,Group9,Batch6
Cell12531,Group2,Batch6
Cell12532,Group1,Batch6
Cell12533,Group3,Batch6
Cell12534,Group7,Batch6
Cell12535,Group4,Batch6
Cell12536,Group10,Batch6
Cell12537,Group10,Batch6
Cell12538,Group1,Batch6
Cell12539,Group1,Batch6
Cell12540,Group2,Batch6
Cell12541,Group7,Batch6
Cell12542,Group10,Batch6
Cell12543,Group2,Batch6
Cell12544,Group2,Batch6
Cell12545,Group1,Batch6
Cell12546,Group9,Batch6
Cell12547,Group3,Batch6
Cell12548,Group10,Batch6
Cell12549,Group6,Batch6
Cell12550,Group1,Batch6
Cell12551,Group1,Batch6
Cell12552,Group3,Batch6
Cell12553,Group1,Batch6
Cell12554,Group3,Batch6
Cell12555,Group10,Batch6
Cell12556,Group3,Batch6
Cell12557,Group5,Batch6
Cell12558,Group8,Batch6
Cell12559,Group2,Batch6
Cell12560,Group9,Batch6
Cell12561,Group9,Batch6
Cell12562,Group9,Batch6
Cell12563,Group4,Batch6
Cell12564,Group10,Batch6
Cell12565,Group4,Batch6
Cell12566,Group4,Batch6
Cell12567,Group9,Batch6
Cell12568,Group1,Batch6
Cell12569,Group10,Batch6
Cell12570,Group10,Batch6
Cell12571,Group10,Batch6
Cell12572,Group4,Batch6
Cell12573,Group10,Batch6
Cell12574,Group10,Batch6
Cell12575,Group3,Batch6
Cell12576,Group2,Batch6
Cell12577,Group1,Batch6
Cell12578,Group5,Batch6
Cell12579,Group10,Batch6
Cell12580,Group3,Batch6
Cell12581,Group7,Batch6
Cell12582,Group10,Batch6
Cell12583,Group7,Batch6
Cell12584,Group3,Batch6
Cell12585,Group1,Batch6
Cell12586,Group10,Batch6
Cell12587,Group6,Batch6
Cell12588,Group5,Batch6
Cell12589,Group9,Batch6
Cell12590,Group8,Batch6
Cell12591,Group3,Batch6
Cell12592,Group6,Batch6
Cell12593,Group10,Batch6
Cell12594,Group2,Batch6
Cell12595,Group1,Batch6
Cell12596,Group3,Batch6
Cell12597,Group5,Batch6
Cell12598,Group7,Batch6
Cell12599,Group8,Batch6
Cell12600,Group7,Batch6
Cell12601,Group3,Batch6
Cell12602,Group2,Batch6
Cell12603,Group3,Batch6
Cell12604,Group7,Batch6
Cell12605,Group1,Batch6
Cell12606,Group7,Batch6
Cell12607,Group8,Batch6
Cell12608,Group1,Batch6
Cell12609,Group6,Batch6
Cell12610,Group2,Batch6
Cell12611,Group10,Batch6
Cell12612,Group9,Batch6
Cell12613,Group3,Batch6
Cell12614,Group8,Batch6
Cell12615,Group8,Batch6
Cell12616,Group6,Batch6
Cell12617,Group6,Batch6
Cell12618,Group6,Batch6
Cell12619,Group7,Batch6
Cell12620,Group7,Batch6
Cell12621,Group8,Batch6
Cell12622,Group8,Batch6
Cell12623,Group8,Batch6
Cell12624,Group7,Batch6
Cell12625,Group6,Batch6
Cell12626,Group3,Batch6
Cell12627,Group6,Batch6
Cell12628,Group6,Batch6
Cell12629,Group10,Batch6
Cell12630,Group2,Batch6
Cell12631,Group10,Batch6
Cell12632,Group8,Batch6
Cell12633,Group7,Batch6
Cell12634,Group6,Batch6
Cell12635,Group1,Batch6
Cell12636,Group5,Batch6
Cell12637,Group3,Batch6
Cell12638,Group5,Batch6
Cell12639,Group2,Batch6
Cell12640,Group1,Batch6
Cell12641,Group7,Batch6
Cell12642,Group4,Batch6
Cell12643,Group7,Batch6
Cell12644,Group7,Batch6
Cell12645,Group9,Batch6
Cell12646,Group1,Batch6
Cell12647,Group7,Batch6
Cell12648,Group6,Batch6
Cell12649,Group2,Batch6
Cell12650,Group1,Batch6
Cell12651,Group5,Batch6
Cell12652,Group1,Batch6
Cell12653,Group4,Batch6
Cell12654,Group7,Batch6
Cell12655,Group7,Batch6
Cell12656,Group5,Batch6
Cell12657,Group3,Batch6
Cell12658,Group6,Batch6
Cell12659,Group10,Batch6
Cell12660,Group1,Batch6
Cell12661,Group8,Batch6
Cell12662,Group1,Batch6
Cell12663,Group6,Batch6
Cell12664,Group4,Batch6
Cell12665,Group3,Batch6
Cell12666,Group5,Batch6
Cell12667,Group4,Batch6
Cell12668,Group5,Batch6
Cell12669,Group3,Batch6
Cell12670,Group7,Batch6
Cell12671,Group2,Batch6
Cell12672,Group1,Batch6
Cell12673,Group8,Batch6
Cell12674,Group9,Batch6
Cell12675,Group8,Batch6
Cell12676,Group2,Batch6
Cell12677,Group6,Batch6
Cell12678,Group5,Batch6
Cell12679,Group1,Batch6
Cell12680,Group2,Batch6
Cell12681,Group7,Batch6
Cell12682,Group7,Batch6
Cell12683,Group5,Batch6
Cell12684,Group2,Batch6
Cell12685,Group3,Batch6
Cell12686,Group10,Batch6
Cell12687,Group8,Batch6
Cell12688,Group3,Batch6
Cell12689,Group10,Batch6
Cell12690,Group5,Batch6
Cell12691,Group4,Batch6
Cell12692,Group8,Batch6
Cell12693,Group3,Batch6
Cell12694,Group9,Batch6
Cell12695,Group1,Batch6
Cell12696,Group3,Batch6
Cell12697,Group6,Batch6
Cell12698,Group10,Batch6
Cell12699,Group5,Batch6
Cell12700,Group10,Batch6
Cell12701,Group10,Batch6
Cell12702,Group2,Batch6
Cell12703,Group2,Batch6
Cell12704,Group8,Batch6
Cell12705,Group6,Batch6
Cell12706,Group3,Batch6
Cell12707,Group10,Batch6
Cell12708,Group7,Batch6
Cell12709,Group1,Batch6
Cell12710,Group3,Batch6
Cell12711,Group5,Batch6
Cell12712,Group9,Batch6
Cell12713,Group1,Batch6
Cell12714,Group8,Batch6
Cell12715,Group7,Batch6
Cell12716,Group6,Batch6
Cell12717,Group5,Batch6
Cell12718,Group9,Batch6
Cell12719,Group5,Batch6
Cell12720,Group1,Batch6
Cell12721,Group7,Batch6
Cell12722,Group7,Batch6
Cell12723,Group3,Batch6
Cell12724,Group1,Batch6
Cell12725,Group1,Batch6
Cell12726,Group7,Batch6
Cell12727,Group6,Batch6
Cell12728,Group7,Batch6
Cell12729,Group1,Batch6
Cell12730,Group7,Batch6
Cell12731,Group6,Batch6
Cell12732,Group2,Batch6
Cell12733,Group6,Batch6
Cell12734,Group7,Batch6
Cell12735,Group6,Batch6
Cell12736,Group9,Batch6
Cell12737,Group1,Batch6
Cell12738,Group1,Batch6
Cell12739,Group6,Batch6
Cell12740,Group2,Batch6
Cell12741,Group5,Batch6
Cell12742,Group10,Batch6
Cell12743,Group1,Batch6
Cell12744,Group5,Batch6
Cell12745,Group6,Batch6
Cell12746,Group8,Batch6
Cell12747,Group1,Batch6
Cell12748,Group1,Batch6
Cell12749,Group3,Batch6
Cell12750,Group6,Batch6
Cell12751,Group5,Batch6
Cell12752,Group6,Batch6
Cell12753,Group5,Batch6
Cell12754,Group7,Batch6
Cell12755,Group9,Batch6
Cell12756,Group1,Batch6
Cell12757,Group7,Batch6
Cell12758,Group1,Batch6
Cell12759,Group6,Batch6
Cell12760,Group10,Batch6
Cell12761,Group3,Batch6
Cell12762,Group8,Batch6
Cell12763,Group6,Batch6
Cell12764,Group5,Batch6
Cell12765,Group8,Batch6
Cell12766,Group2,Batch6
Cell12767,Group10,Batch6
Cell12768,Group9,Batch6
Cell12769,Group5,Batch6
Cell12770,Group10,Batch6
Cell12771,Group8,Batch6
Cell12772,Group7,Batch6
Cell12773,Group5,Batch6
Cell12774,Group6,Batch6
Cell12775,Group9,Batch6
Cell12776,Group5,Batch6
Cell12777,Group7,Batch6
Cell12778,Group10,Batch6
Cell12779,Group5,Batch6
Cell12780,Group5,Batch6
Cell12781,Group8,Batch6
Cell12782,Group1,Batch6
Cell12783,Group9,Batch6
Cell12784,Group9,Batch6
Cell12785,Group7,Batch6
Cell12786,Group1,Batch6
Cell12787,Group7,Batch6
Cell12788,Group10,Batch6
Cell12789,Group5,Batch6
Cell12790,Group7,Batch6
Cell12791,Group7,Batch6
Cell12792,Group6,Batch6
Cell12793,Group8,Batch6
Cell12794,Group5,Batch6
Cell12795,Group2,Batch6
Cell12796,Group9,Batch6
Cell12797,Group3,Batch6
Cell12798,Group10,Batch6
Cell12799,Group3,Batch6
Cell12800,Group3,Batch6
Cell12801,Group1,Batch6
Cell12802,Group10,Batch6
Cell12803,Group3,Batch6
Cell12804,Group4,Batch6
Cell12805,Group10,Batch6
Cell12806,Group2,Batch6
Cell12807,Group9,Batch6
Cell12808,Group7,Batch6
Cell12809,Group10,Batch6
Cell12810,Group4,Batch6
Cell12811,Group4,Batch6
Cell12812,Group3,Batch6
Cell12813,Group8,Batch6
Cell12814,Group8,Batch6
Cell12815,Group8,Batch6
Cell12816,Group10,Batch6
Cell12817,Group10,Batch6
Cell12818,Group4,Batch6
Cell12819,Group8,Batch6
Cell12820,Group7,Batch6
Cell12821,Group8,Batch6
Cell12822,Group1,Batch6
Cell12823,Group6,Batch6
Cell12824,Group1,Batch6
Cell12825,Group5,Batch6
Cell12826,Group1,Batch6
Cell12827,Group5,Batch6
Cell12828,Group1,Batch6
Cell12829,Group7,Batch6
Cell12830,Group9,Batch6
Cell12831,Group7,Batch6
Cell12832,Group4,Batch6
Cell12833,Group6,Batch6
Cell12834,Group3,Batch6
Cell12835,Group4,Batch6
Cell12836,Group10,Batch6
Cell12837,Group7,Batch6
Cell12838,Group4,Batch6
Cell12839,Group2,Batch6
Cell12840,Group10,Batch6
Cell12841,Group10,Batch6
Cell12842,Group1,Batch6
Cell12843,Group8,Batch6
Cell12844,Group6,Batch6
Cell12845,Group6,Batch6
Cell12846,Group1,Batch6
Cell12847,Group1,Batch6
Cell12848,Group3,Batch6
Cell12849,Group2,Batch6
Cell12850,Group3,Batch6
Cell12851,Group4,Batch6
Cell12852,Group2,Batch6
Cell12853,Group1,Batch6
Cell12854,Group1,Batch6
Cell12855,Group7,Batch6
Cell12856,Group5,Batch6
Cell12857,Group1,Batch6
Cell12858,Group1,Batch6
Cell12859,Group7,Batch6
Cell12860,Group5,Batch6
Cell12861,Group2,Batch6
Cell12862,Group5,Batch6
Cell12863,Group1,Batch6
Cell12864,Group1,Batch6
Cell12865,Group7,Batch6
Cell12866,Group1,Batch6
Cell12867,Group9,Batch6
Cell12868,Group3,Batch6
Cell12869,Group6,Batch6
Cell12870,Group6,Batch6
Cell12871,Group3,Batch6
Cell12872,Group1,Batch6
Cell12873,Group3,Batch6
Cell12874,Group5,Batch6
Cell12875,Group1,Batch6
Cell12876,Group4,Batch6
Cell12877,Group1,Batch6
Cell12878,Group9,Batch6
Cell12879,Group9,Batch6
Cell12880,Group3,Batch6
Cell12881,Group2,Batch6
Cell12882,Group1,Batch6
Cell12883,Group5,Batch6
Cell12884,Group8,Batch6
Cell12885,Group3,Batch6
Cell12886,Group2,Batch6
Cell12887,Group2,Batch6
Cell12888,Group1,Batch6
Cell12889,Group10,Batch6
Cell12890,Group6,Batch6
Cell12891,Group7,Batch6
Cell12892,Group6,Batch6
Cell12893,Group8,Batch6
Cell12894,Group1,Batch6
Cell12895,Group7,Batch6
Cell12896,Group8,Batch6
Cell12897,Group3,Batch6
Cell12898,Group7,Batch6
Cell12899,Group2,Batch6
Cell12900,Group1,Batch6
Cell12901,Group7,Batch6
Cell12902,Group3,Batch6
Cell12903,Group10,Batch6
Cell12904,Group5,Batch6
Cell12905,Group3,Batch6
Cell12906,Group5,Batch6
Cell12907,Group9,Batch6
Cell12908,Group1,Batch6
Cell12909,Group8,Batch6
Cell12910,Group1,Batch6
Cell12911,Group8,Batch6
Cell12912,Group6,Batch6
Cell12913,Group1,Batch6
Cell12914,Group4,Batch6
Cell12915,Group6,Batch6
Cell12916,Group3,Batch6
Cell12917,Group5,Batch6
Cell12918,Group8,Batch6
Cell12919,Group7,Batch6
Cell12920,Group1,Batch6
Cell12921,Group7,Batch6
Cell12922,Group9,Batch6
Cell12923,Group2,Batch6
Cell12924,Group1,Batch6
Cell12925,Group5,Batch6
Cell12926,Group10,Batch6
Cell12927,Group7,Batch6
Cell12928,Group2,Batch6
Cell12929,Group7,Batch6
Cell12930,Group10,Batch6
Cell12931,Group6,Batch6
Cell12932,Group4,Batch6
Cell12933,Group7,Batch6
Cell12934,Group8,Batch6
Cell12935,Group6,Batch6
Cell12936,Group8,Batch6
Cell12937,Group7,Batch6
Cell12938,Group10,Batch6
Cell12939,Group1,Batch6
Cell12940,Group2,Batch6
Cell12941,Group10,Batch6
Cell12942,Group9,Batch6
Cell12943,Group4,Batch6
Cell12944,Group8,Batch6
Cell12945,Group3,Batch6
Cell12946,Group6,Batch6
Cell12947,Group9,Batch6
Cell12948,Group5,Batch6
Cell12949,Group6,Batch6
Cell12950,Group2,Batch6
Cell12951,Group1,Batch6
Cell12952,Group3,Batch6
Cell12953,Group6,Batch6
Cell12954,Group5,Batch6
Cell12955,Group5,Batch6
Cell12956,Group1,Batch6
Cell12957,Group10,Batch6
Cell12958,Group2,Batch6
Cell12959,Group8,Batch6
Cell12960,Group5,Batch6
Cell12961,Group3,Batch6
Cell12962,Group8,Batch6
Cell12963,Group5,Batch6
Cell12964,Group2,Batch6
Cell12965,Group3,Batch6
Cell12966,Group2,Batch6
Cell12967,Group3,Batch6
Cell12968,Group1,Batch6
Cell12969,Group10,Batch6
Cell12970,Group1,Batch6
Cell12971,Group7,Batch6
Cell12972,Group10,Batch6
Cell12973,Group8,Batch6
Cell12974,Group3,Batch6
Cell12975,Group2,Batch6
Cell12976,Group1,Batch6
Cell12977,Group9,Batch6
Cell12978,Group7,Batch6
Cell12979,Group7,Batch6
Cell12980,Group2,Batch6
Cell12981,Group2,Batch6
Cell12982,Group3,Batch6
Cell12983,Group5,Batch6
Cell12984,Group5,Batch6
Cell12985,Group7,Batch6
Cell12986,Group5,Batch6
Cell12987,Group5,Batch6
Cell12988,Group2,Batch6
Cell12989,Group3,Batch6
Cell12990,Group6,Batch6
Cell12991,Group3,Batch6
Cell12992,Group6,Batch6
Cell12993,Group6,Batch6
Cell12994,Group7,Batch6
Cell12995,Group1,Batch6
Cell12996,Group5,Batch6
Cell12997,Group4,Batch6
Cell12998,Group7,Batch6
Cell12999,Group1,Batch6
Cell13000,Group1,Batch6
Cell13001,Group3,Batch6
Cell13002,Group10,Batch6
Cell13003,Group7,Batch6
Cell13004,Group3,Batch6
Cell13005,Group3,Batch6
Cell13006,Group7,Batch6
Cell13007,Group4,Batch6
Cell13008,Group3,Batch6
Cell13009,Group3,Batch6
Cell13010,Group1,Batch6
Cell13011,Group6,Batch6
Cell13012,Group5,Batch6
Cell13013,Group6,Batch6
Cell13014,Group1,Batch6
Cell13015,Group2,Batch6
Cell13016,Group1,Batch6
Cell13017,Group7,Batch6
Cell13018,Group9,Batch6
Cell13019,Group8,Batch6
Cell13020,Group7,Batch6
Cell13021,Group2,Batch6
Cell13022,Group7,Batch6
Cell13023,Group5,Batch6
Cell13024,Group7,Batch6
Cell13025,Group7,Batch6
Cell13026,Group5,Batch6
Cell13027,Group7,Batch6
Cell13028,Group1,Batch6
Cell13029,Group9,Batch6
Cell13030,Group10,Batch6
Cell13031,Group2,Batch6
Cell13032,Group10,Batch6
Cell13033,Group7,Batch6
Cell13034,Group2,Batch6
Cell13035,Group7,Batch6
Cell13036,Group4,Batch6
Cell13037,Group7,Batch6
Cell13038,Group2,Batch6
Cell13039,Group8,Batch6
Cell13040,Group9,Batch6
Cell13041,Group5,Batch6
Cell13042,Group3,Batch6
Cell13043,Group1,Batch6
Cell13044,Group1,Batch6
Cell13045,Group3,Batch6
Cell13046,Group6,Batch6
Cell13047,Group10,Batch6
Cell13048,Group8,Batch6
Cell13049,Group1,Batch6
Cell13050,Group8,Batch6
Cell13051,Group10,Batch6
Cell13052,Group6,Batch6
Cell13053,Group7,Batch6
Cell13054,Group4,Batch6
Cell13055,Group5,Batch6
Cell13056,Group8,Batch6
Cell13057,Group5,Batch6
Cell13058,Group1,Batch6
Cell13059,Group10,Batch6
Cell13060,Group3,Batch6
Cell13061,Group7,Batch6
Cell13062,Group4,Batch6
Cell13063,Group2,Batch6
Cell13064,Group3,Batch6
Cell13065,Group5,Batch6
Cell13066,Group3,Batch6
Cell13067,Group10,Batch6
Cell13068,Group10,Batch6
Cell13069,Group7,Batch6
Cell13070,Group10,Batch6
Cell13071,Group9,Batch6
Cell13072,Group3,Batch6
Cell13073,Group4,Batch6
Cell13074,Group8,Batch6
Cell13075,Group7,Batch6
Cell13076,Group1,Batch6
Cell13077,Group1,Batch6
Cell13078,Group10,Batch6
Cell13079,Group10,Batch6
Cell13080,Group7,Batch6
Cell13081,Group10,Batch6
Cell13082,Group6,Batch6
Cell13083,Group1,Batch6
Cell13084,Group10,Batch6
Cell13085,Group6,Batch6
Cell13086,Group5,Batch6
Cell13087,Group1,Batch6
Cell13088,Group5,Batch6
Cell13089,Group1,Batch6
Cell13090,Group4,Batch6
Cell13091,Group1,Batch6
Cell13092,Group7,Batch6
Cell13093,Group5,Batch6
Cell13094,Group5,Batch6
Cell13095,Group6,Batch6
Cell13096,Group3,Batch6
Cell13097,Group10,Batch6
Cell13098,Group1,Batch6
Cell13099,Group8,Batch6
Cell13100,Group5,Batch6
Cell13101,Group6,Batch6
Cell13102,Group4,Batch6
Cell13103,Group3,Batch6
Cell13104,Group5,Batch6
Cell13105,Group1,Batch6
Cell13106,Group10,Batch6
Cell13107,Group3,Batch6
Cell13108,Group8,Batch6
Cell13109,Group3,Batch6
Cell13110,Group3,Batch6
Cell13111,Group5,Batch6
Cell13112,Group4,Batch6
Cell13113,Group4,Batch6
Cell13114,Group4,Batch6
Cell13115,Group1,Batch6
Cell13116,Group2,Batch6
Cell13117,Group3,Batch6
Cell13118,Group10,Batch6
Cell13119,Group8,Batch6
Cell13120,Group5,Batch6
Cell13121,Group8,Batch6
Cell13122,Group2,Batch6
Cell13123,Group7,Batch6
Cell13124,Group5,Batch6
Cell13125,Group5,Batch6
Cell13126,Group9,Batch6
Cell13127,Group3,Batch6
Cell13128,Group6,Batch6
Cell13129,Group7,Batch6
Cell13130,Group10,Batch6
Cell13131,Group2,Batch6
Cell13132,Group2,Batch6
Cell13133,Group7,Batch6
Cell13134,Group2,Batch6
Cell13135,Group2,Batch6
Cell13136,Group5,Batch6
Cell13137,Group2,Batch6
Cell13138,Group10,Batch6
Cell13139,Group1,Batch6
Cell13140,Group7,Batch6
Cell13141,Group10,Batch6
Cell13142,Group5,Batch6
Cell13143,Group2,Batch6
Cell13144,Group1,Batch6
Cell13145,Group8,Batch6
Cell13146,Group5,Batch6
Cell13147,Group5,Batch6
Cell13148,Group7,Batch6
Cell13149,Group4,Batch6
Cell13150,Group8,Batch6
Cell13151,Group7,Batch6
Cell13152,Group8,Batch6
Cell13153,Group4,Batch6
Cell13154,Group10,Batch6
Cell13155,Group10,Batch6
Cell13156,Group6,Batch6
Cell13157,Group9,Batch6
Cell13158,Group4,Batch6
Cell13159,Group5,Batch6
Cell13160,Group2,Batch6
Cell13161,Group9,Batch6
Cell13162,Group3,Batch6
Cell13163,Group10,Batch6
Cell13164,Group10,Batch6
Cell13165,Group7,Batch6
Cell13166,Group5,Batch6
Cell13167,Group5,Batch6
Cell13168,Group8,Batch6
Cell13169,Group3,Batch6
Cell13170,Group2,Batch6
Cell13171,Group7,Batch6
Cell13172,Group8,Batch6
Cell13173,Group3,Batch6
Cell13174,Group3,Batch6
Cell13175,Group3,Batch6
Cell13176,Group6,Batch6
Cell13177,Group3,Batch6
Cell13178,Group1,Batch6
Cell13179,Group10,Batch6
Cell13180,Group2,Batch6
Cell13181,Group6,Batch6
Cell13182,Group10,Batch6
Cell13183,Group10,Batch6
Cell13184,Group2,Batch6
Cell13185,Group8,Batch6
Cell13186,Group7,Batch6
Cell13187,Group5,Batch6
Cell13188,Group8,Batch6
Cell13189,Group2,Batch6
Cell13190,Group9,Batch6
Cell13191,Group7,Batch6
Cell13192,Group3,Batch6
Cell13193,Group5,Batch6
Cell13194,Group5,Batch6
Cell13195,Group7,Batch6
Cell13196,Group1,Batch6
Cell13197,Group1,Batch6
Cell13198,Group10,Batch6
Cell13199,Group1,Batch6
Cell13200,Group10,Batch6
Cell13201,Group7,Batch6
Cell13202,Group10,Batch6
Cell13203,Group7,Batch6
Cell13204,Group9,Batch6
Cell13205,Group3,Batch6
Cell13206,Group4,Batch6
Cell13207,Group6,Batch6
Cell13208,Group7,Batch6
Cell13209,Group1,Batch6
Cell13210,Group7,Batch6
Cell13211,Group8,Batch6
Cell13212,Group1,Batch6
Cell13213,Group3,Batch6
Cell13214,Group3,Batch6
Cell13215,Group8,Batch6
Cell13216,Group4,Batch6
Cell13217,Group4,Batch6
Cell13218,Group7,Batch6
Cell13219,Group9,Batch6
Cell13220,Group7,Batch6
Cell13221,Group7,Batch6
Cell13222,Group3,Batch6
Cell13223,Group1,Batch6
Cell13224,Group6,Batch6
Cell13225,Group2,Batch6
Cell13226,Group9,Batch6
Cell13227,Group4,Batch6
Cell13228,Group2,Batch6
Cell13229,Group1,Batch6
Cell13230,Group8,Batch6
Cell13231,Group10,Batch6
Cell13232,Group10,Batch6
Cell13233,Group5,Batch6
Cell13234,Group6,Batch6
Cell13235,Group2,Batch6
Cell13236,Group1,Batch6
Cell13237,Group6,Batch6
Cell13238,Group9,Batch6
Cell13239,Group4,Batch6
Cell13240,Group3,Batch6
Cell13241,Group8,Batch6
Cell13242,Group7,Batch6
Cell13243,Group10,Batch6
Cell13244,Group6,Batch6
Cell13245,Group9,Batch6
Cell13246,Group8,Batch6
Cell13247,Group1,Batch6
Cell13248,Group7,Batch6
Cell13249,Group5,Batch6
Cell13250,Group7,Batch6
Cell13251,Group3,Batch6
Cell13252,Group1,Batch6
Cell13253,Group7,Batch6
Cell13254,Group1,Batch6
Cell13255,Group8,Batch6
Cell13256,Group10,Batch6
Cell13257,Group3,Batch6
Cell13258,Group10,Batch6
Cell13259,Group1,Batch6
Cell13260,Group5,Batch6
Cell13261,Group7,Batch6
Cell13262,Group6,Batch6
Cell13263,Group1,Batch6
Cell13264,Group4,Batch6
Cell13265,Group6,Batch6
Cell13266,Group9,Batch6
Cell13267,Group1,Batch6
Cell13268,Group6,Batch6
Cell13269,Group7,Batch6
Cell13270,Group1,Batch6
Cell13271,Group10,Batch6
Cell13272,Group6,Batch6
Cell13273,Group6,Batch6
Cell13274,Group9,Batch6
Cell13275,Group2,Batch6
Cell13276,Group7,Batch6
Cell13277,Group10,Batch6
Cell13278,Group1,Batch6
Cell13279,Group8,Batch6
Cell13280,Group10,Batch6
Cell13281,Group1,Batch6
Cell13282,Group2,Batch6
Cell13283,Group10,Batch6
Cell13284,Group7,Batch6
Cell13285,Group5,Batch6
Cell13286,Group2,Batch6
Cell13287,Group8,Batch6
Cell13288,Group8,Batch6
Cell13289,Group8,Batch6
Cell13290,Group10,Batch6
Cell13291,Group10,Batch6
Cell13292,Group2,Batch6
Cell13293,Group10,Batch6
Cell13294,Group9,Batch6
Cell13295,Group10,Batch6
Cell13296,Group10,Batch6
Cell13297,Group6,Batch6
Cell13298,Group8,Batch6
Cell13299,Group4,Batch6
Cell13300,Group10,Batch6
Cell13301,Group10,Batch6
Cell13302,Group9,Batch6
Cell13303,Group2,Batch6
Cell13304,Group6,Batch6
Cell13305,Group10,Batch6
Cell13306,Group8,Batch6
Cell13307,Group9,Batch6
Cell13308,Group3,Batch6
Cell13309,Group8,Batch6
Cell13310,Group1,Batch6
Cell13311,Group2,Batch6
Cell13312,Group1,Batch6
Cell13313,Group7,Batch6
Cell13314,Group1,Batch6
Cell13315,Group1,Batch6
Cell13316,Group10,Batch6
Cell13317,Group1,Batch6
Cell13318,Group8,Batch6
Cell13319,Group6,Batch6
Cell13320,Group10,Batch6
Cell13321,Group6,Batch6
Cell13322,Group6,Batch6
Cell13323,Group7,Batch6
Cell13324,Group8,Batch6
Cell13325,Group10,Batch6
Cell13326,Group1,Batch6
Cell13327,Group2,Batch6
Cell13328,Group8,Batch6
Cell13329,Group7,Batch6
Cell13330,Group10,Batch6
Cell13331,Group2,Batch6
Cell13332,Group6,Batch6
Cell13333,Group6,Batch6
Cell13334,Group7,Batch6
Cell13335,Group3,Batch6
Cell13336,Group6,Batch6
Cell13337,Group8,Batch6
Cell13338,Group7,Batch6
Cell13339,Group9,Batch6
Cell13340,Group2,Batch6
Cell13341,Group1,Batch6
Cell13342,Group3,Batch6
Cell13343,Group8,Batch6
Cell13344,Group2,Batch6
Cell13345,Group2,Batch6
Cell13346,Group8,Batch6
Cell13347,Group8,Batch6
Cell13348,Group1,Batch6
Cell13349,Group6,Batch6
